V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.8485130263901622,0.8566822507014941,1.2159080745468427,1.850596026185105,0.8078389230094023,1.176862998884484,1.2173438689230534,0.07187210090975638,0.7807034923179628,-0.34018852418672896,0.4298823128500033,1.1634826651357584,0.4516671467783958,0.31488826081863036,1.9265601006623012
0.7317222300146352,0.7932382751925763,0.896568656195713,0.6476087575090194,0.7185195627186255,0.8397968769119206,0.4322073844132914,0.9214810545736656,0.636123935102409,0.7271781351565101,0.5827830851113646,0.9291661338491556,0.5603376523625768,0.7000202409942136,1.5990503226119437
1.1048067083411663,1.6329342307872432,0.9113194469710493,-0.08015232136950248,1.2531375797903206,1.596626610944339,1.425812472122572,0.9290288498097974,1.5306806245167428,0.823900582736631,1.0417534574694962,1.1723582778151067,1.009989841882479,1.036008226057657,1.9450037786833936
1.2102588919618325,0.9651623212740295,0.5728680669481494,1.0959750012817224,1.0494808026397393,1.4646513037199997,0.2763972425261237,0.7703333132295118,0.6799675863847315,0.8833976766283094,0.9047036261980385,1.3738098928498266,1.038632280612822,0.9430001918648292,1.8173856006843514
0.7065985678155166,0.6976252403117297,0.8445771894961502,0.3479251306286313,0.7459198504348035,0.6946305016877294,0.2526630392222758,-0.5911520741133585,2.0956785737878745,-0.7050270773615018,0.34849001188077405,0.5540943659255715,0.17878749435390692,-0.13357302499173337,1.758140220053629
0.3617312811351945,0.6889491712014785,0.6963987078744499,-0.3760050975173039,0.4164282561556679,0.823208582054819,0.8650491514342903,0.2365295690184642,0.8262859758771438,0.27736450998186324,0.4978077935125255,0.38165338295981976,0.45278624457555816,0.3306117962117364,1.61202215470648
0.36655487282207805,0.5993028795284506,1.050417098289668,0.9609297790738327,0.756210958092867,0.6895814028073666,0.24468190962725533,0.017774316423737415,0.33593368722898975,0.585648418601834,0.5996732901839147,0.6614495582901659,0.5946985017950513,0.4118169539630427,1.9253003108095839
0.8763448528129553,0.7168444991332598,1.0774111518131086,0.4232890544717122,1.020401720642427,0.8021424552941413,0.615566470452019,0.8633421566004754,-0.12334852294736927,0.11919050721380653,0.439696596521287,0.8263792607965917,0.6892240706271219,0.8053428997317953,1.5846808769813876
1.673359913636462,1.7174625124624865,0.7141368877642487,0.5154981771442725,1.703388185792024,2.111318613064447,1.625423898400958,1.43480332116957,1.9945756363964302,1.46683983284107,1.6626234543376446,1.7612747503032884,1.6427559925931061,1.6097567193863684,2.0296001355583195
-0.004610970065269799,-0.10007694262427387,0.5156773370209489,0.19940163398150698,-0.07994706794677742,0.11104761974374824,0.2284245053489074,0.5760478556085281,-0.48927851147367624,0.5539441805215835,0.15169821930171265,0.2287112340449808,0.22311717068833048,0.3928311229653301,1.690958498174213
0.33940422464941516,0.567641047010541,0.482257507777959,0.7136555109957593,0.4155816806017808,0.45291120130955026,0.060602701662157296,0.28057556724421817,0.4636096784372552,0.2763473768122955,0.45372448871276244,0.5817957859069958,0.29437133711026786,0.3048174113075747,2.0464681244539222
0.5033295231587409,0.13569692346034837,1.1231298734553452,0.4440994801847757,0.6207744266688485,0.7869214673501183,-0.22153083649156538,0.2063006033432953,-0.3042580602132614,0.49155198751796453,0.2707052972060186,0.4595959825605976,0.4296873581829407,0.3648009355767808,1.914735530298966
0.9035985676546451,1.19026266104917,1.0115233594625717,0.6216861018119094,0.9742624495979728,1.2076396660241933,1.2650303283829638,0.9088270273821113,1.1523132470826822,0.7930206992330624,0.7913682973037238,1.1320351031861968,0.8774684481898677,0.8907755238149567,2.1049165649169184
0.2241318101040677,0.33196922555560965,1.1663593221603488,0.029848968820527292,0.2751885782233599,0.398175023626244,0.10952468959960589,0.8569741308580632,0.531022920292661,0.6300419744816655,0.48848515424005895,0.49332312734296435,0.38732886528212856,0.5969035041063596,1.736235928333364
0.7054129609250935,1.2514585360832353,0.8883921387390985,0.16556588944968556,0.9273437293777539,0.6815374018239612,1.1298629131673343,0.7238407221024592,0.6982371128792106,0.5031953244503318,0.7509599698789261,0.7256939352084854,0.5450465886297645,0.6720539516625031,1.4772615056304546
0.2156705567602982,0.6459590378266828,0.9816381122033937,0.24352234357508878,0.27069326828320067,0.720588895742543,1.4766920185409538,2.1456997068916674,-0.3524992814475015,1.8125699138909497,0.9062434108085508,1.0172663241022148,0.7509553423212297,1.3468332765835125,1.850679555005606
0.5133839723227731,0.6276307513213346,0.7865646741339906,0.4716321228950207,0.7057237304173134,0.8845168816872068,0.3140604302290686,0.8864947815407735,0.8287018929319819,0.8885728123911115,0.6215665659616926,0.9529134103198776,0.7271179830459719,0.7768975592854188,1.903706926788011
1.7580943445872725,2.0298071692766095,1.188785635244802,2.2350878018327003,1.774396937906008,1.8543852809218855,2.9577807278786765,2.650520325903886,2.6839870601442803,2.552458032819321,2.140945862098848,2.7249896668534745,2.211503341382266,2.3923220127673566,1.5357267702522543
0.8798606386565511,0.7949760604482948,0.9547745213800378,0.5646361609841221,1.1898171685684715,0.9463988073872659,0.7464911259830046,0.9508235579831722,0.631715616499036,0.867019584259837,1.1061639829128223,0.9368431240471934,0.8687395558017319,0.9566610112183398,1.805627416063285
0.5889149381566094,0.8078602690088229,0.8833778286185553,-0.32524596371426095,0.8772086239672421,0.5840841441067757,0.42773344674293845,0.6958172980029366,0.6203116087028957,0.7627665377400515,0.7330531292586024,0.5241969851255931,0.8174430025280415,0.7878638858428715,1.702069074063793
1.1831012826544784,1.1795815819156328,0.9938533403273677,1.5764747249016908,1.184394279272653,1.098219397390831,1.094384463769306,1.2739987464350078,0.9866130975976721,1.3388380877255108,1.4092966748239508,1.5807540068939758,1.0685135972339384,1.1826359700242188,1.5306684103302153
1.413674568769578,1.1400350470795186,0.9455988800872542,1.2976609109989576,1.2704751128258929,1.1602952694941804,0.5704891600115485,0.7183439928992548,1.0328035704816314,0.8150711894392737,1.2289665721645804,1.2899779968551401,1.1040981379752268,0.9797112877723674,2.076611293563893
